[[0.44956287658124044, 1], [0.7607526667715333, 2]]
[[0.9337790584501239, 2], [1.086962690252062, 1]]
[[0.8128254425151812, 1], [1.1314610200974666, 2]]
[[0.8391931482084446, 1], [1.0992918720703797, 2]]
[[2.7697397964429795, 1], [2.899193836224132, 2]]
[[1.528243027139336, 1], [1.6439867243989532, 2]]
[[1.4672079777591178, 2], [1.6596578352178502, 1]]
[[1.8146804760067266, 2], [1.948544900688716, 1]]
[[1.2579509131917668, 2], [1.3967060320625808, 1]]
[[0.17372429306231216, 1], [0.21303767272480215, 2]]
[[1.0234356306089798, 2], [1.1696806273509022, 1]]
[[1.7348500828601878, 2], [2.02273109680946, 1]]
[[2.034705674047232, 2], [2.063660965371977, 1]]
[[1.6948451669695375, 2], [1.7698198608898026, 1]]
[[1.6342840787329476, 1], [1.8582528057290806, 2]]
[[1.861284387190738, 1], [1.8946726814940889, 2]]
[[0.45262777201581456, 1], [0.7670161276009783, 2]]
[[5.255463056667795, 1], [5.5173840558728555, 2]]
[[3.524697425311852, 1], [3.7915599454578057, 2]]
[[1.7964108494439683, 1], [2.076132659537921, 2]]
